layer,expert,total_mass,selectivity,top_category,share_computational,share_creative,share_factual,share_reasoning,share_social_ethical,share_symbolic
1,23,1533.5918579101562,0.2597913769395013,reasoning,0.10288705065184707,0.04253810011307244,0.24465345549928047,0.2597913769395013,0.10568403257947856,0.24444598421682018
1,24,1748.894287109375,0.2720684567579041,factual,0.10025523939442206,0.03786439562608685,0.2720684567579041,0.20277858317567002,0.12124143449453484,0.26579189055138214
1,25,1364.3623046875,0.30554111102442405,factual,0.08597784564818586,0.0654955203860549,0.30554111102442405,0.21560356508127151,0.13748177483900662,0.18990018302105707
1,26,2064.1728515625,0.3239532164489692,symbolic,0.0744676547856781,0.062064185156641416,0.26898548904226827,0.16231928128369366,0.10821017328274936,0.3239532164489692
1,27,2213.411865234375,0.26675816100245586,symbolic,0.13797202446246387,0.0650728232041548,0.20216117452475613,0.24508023540350987,0.08295558140265946,0.26675816100245586
1,28,832.3702392578125,0.33158834788115227,factual,0.10380131217078957,0.0651826566552917,0.33158834788115227,0.14604847760822798,0.21078647974556142,0.14259272593897704
1,29,1887.955078125,0.3537030082771848,symbolic,0.06843846113261186,0.041824883383869575,0.16944215126113013,0.24614887449528414,0.12044262144991946,0.3537030082771848
1,30,1433.352783203125,0.26392847367226063,factual,0.08559664235115814,0.06011603108356258,0.26392847367226063,0.24061111770660362,0.17410853970175164,0.1756391954846634
1,31,1853.661865234375,0.2835769411765326,factual,0.05749572708897177,0.05725081753955398,0.2835769411765326,0.20224629273849443,0.13112466495333153,0.2683055565031157
1,32,1626.05615234375,0.2889688883096713,symbolic,0.07929146411151647,0.04395010094100499,0.2423036800300766,0.2342667611164979,0.1112191054912327,0.2889688883096713
1,33,1683.2833251953125,0.2593206534528517,factual,0.21320382666264523,0.031194339269486827,0.2593206534528517,0.21155053458595216,0.1012024621419103,0.18352818388715378
1,34,1176.3565673828125,0.24727228049647218,reasoning,0.07061941141133911,0.06942875646498967,0.24489304600022851,0.24727228049647218,0.1679329871087787,0.19985351851819183
